Date : 2023-06-08 23:58:15
Directory : c:\xampp\htdocs\Blockimino
Total : 941 files,  121644 codes, 29295 comments, 8682 blanks, all 159621 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sl.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sl.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\smn.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\smn.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sq.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sq.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sr-latn.d.ts                                      | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sr-latn.js                                        | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sr.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sr.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sv.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sv.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sw.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sw.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\synonyms.d.ts                                     | TypeScript |          2 |         10 |          5 |         17 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ta.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ta.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tcy.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tcy.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tdd.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\te.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\te.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\th.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\th.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ti.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ti.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tl.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tl.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tlh.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tlh.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tr.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\tr.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ug-arab.d.ts                                      | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ug-arab.js                                        | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\uk.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\uk.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ur.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ur.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\uz.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\uz.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\vi.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\vi.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\xmf.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\xmf.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\yo.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\yo.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\yue.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\yue.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\zgh.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\zgh.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\zh-hans.d.ts                                      | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\zh-hans.js                                        | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\zh-hant.d.ts                                      | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\zh-hant.js                                        | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\node.js                                               | JavaScript |          5 |         12 |          5 |         22 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\package.json                                          | JSON       |         77 |          0 |          0 |         77 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\php.d.ts                                              | TypeScript |          1 |          5 |          2 |          8 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\php.js                                                | JavaScript |         11 |          9 |          3 |         23 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\php_compressed.js                                     | JavaScript |        329 |          7 |          4 |        340 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\python.d.ts                                           | TypeScript |          1 |          5 |          2 |          8 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\python.js                                             | JavaScript |         11 |         10 |          3 |         24 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\python_compressed.js                                  | JavaScript |        248 |          3 |          4 |        255 |
| c:\xampp\htdocs\Blockimino\Libraries\blockly\beautify.min.js                                                       | JavaScript |          0 |          0 |          1 |          1 |
| c:\xampp\htdocs\Blockimino\Libraries\blockly\blockly.min.js                                                        | JavaScript |      2,558 |         20 |         18 |      2,596 |
| c:\xampp\htdocs\Blockimino\Libraries\dropzone.js                                                                   | JavaScript |         84 |          4 |         13 |        101 |
| c:\xampp\htdocs\Blockimino\Libraries\export_arduino.js                                                             | JavaScript |        583 |        114 |         85 |        782 |
| c:\xampp\htdocs\Blockimino\Libraries\export_project.js                                                             | JavaScript |         14 |          1 |          4 |         19 |
| c:\xampp\htdocs\Blockimino\Libraries\feedback.js                                                                   | JavaScript |         58 |          1 |          9 |         68 |
| c:\xampp\htdocs\Blockimino\Libraries\jquery-3.6.0.min.js                                                           | JavaScript |          1 |          1 |          0 |          2 |
| c:\xampp\htdocs\Blockimino\Libraries\load.js                                                                       | JavaScript |         28 |         36 |         10 |         74 |
| c:\xampp\htdocs\Blockimino\Libraries\menu-click.js                                                                 | JavaScript |          5 |          0 |          0 |          5 |
| c:\xampp\htdocs\Blockimino\Libraries\menu.css                                                                      | CSS        |         20 |         68 |          5 |         93 |
| c:\xampp\htdocs\Blockimino\Libraries\nav-bar.css                                                                   | CSS        |         58 |          8 |         10 |         76 |
| c:\xampp\htdocs\Blockimino\Libraries\styles.css                                                                    | CSS        |        250 |          3 |         55 |        308 |
| c:\xampp\htdocs\Blockimino\Libraries\trashcan.js                                                                   | JavaScript |         14 |          3 |          1 |         18 |
| c:\xampp\htdocs\Blockimino\Libraries\verify_arduino.js                                                             | JavaScript |        554 |         78 |         78 |        710 |
| c:\xampp\htdocs\Blockimino\PHPMailer\README.md                                                                     | Markdown   |        167 |          0 |         64 |        231 |
| c:\xampp\htdocs\Blockimino\PHPMailer\SECURITY.md                                                                   | Markdown   |         19 |          0 |         19 |         38 |
| c:\xampp\htdocs\Blockimino\PHPMailer\composer.json                                                                 | JSON       |         78 |          0 |          1 |         79 |
| c:\xampp\htdocs\Blockimino\PHPMailer\get_oauth_token.php                                                           | PHP        |        117 |         48 |         18 |        183 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-af.php                                                | PHP        |         20 |          4 |          3 |         27 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ar.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-az.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ba.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-be.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-bg.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ca.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-cs.php                                                | PHP        |         22 |          4 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-da.php                                                | PHP        |         26 |          7 |          3 |         36 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-de.php                                                | PHP        |         22 |          4 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-el.php                                                | PHP        |         27 |          4 |          3 |         34 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-eo.php                                                | PHP        |         20 |          4 |          3 |         27 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-es.php                                                | PHP        |         23 |          6 |          3 |         32 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-et.php                                                | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-fa.php                                                | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-fi.php                                                | PHP        |         14 |         12 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-fo.php                                                | PHP        |         13 |         12 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-fr.php                                                | PHP        |         28 |          8 |          3 |         39 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-gl.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-he.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-hi.php                                                | PHP        |         27 |          6 |          3 |         36 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-hr.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-hu.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-hy.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-id.php                                                | PHP        |         22 |          7 |          3 |         32 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-it.php                                                | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ja.php                                                | PHP        |         20 |          7 |          3 |         30 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ka.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ko.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-lt.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-lv.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-mg.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-mn.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ms.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-nb.php                                                | PHP        |         20 |          4 |          3 |         27 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-nl.php                                                | PHP        |         27 |          5 |          3 |         35 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-pl.php                                                | PHP        |         20 |          4 |          3 |         27 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-pt.php                                                | PHP        |         20 |          5 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-pt_br.php                                             | PHP        |         27 |          9 |          3 |         39 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ro.php                                                | PHP        |         27 |          4 |          3 |         34 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-ru.php                                                | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-sk.php                                                | PHP        |         22 |          6 |          3 |         31 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-sl.php                                                | PHP        |         27 |          7 |          3 |         37 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-sr.php                                                | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-sr_latn.php                                           | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-sv.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-tl.php                                                | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-tr.php                                                | PHP        |         20 |          9 |          3 |         32 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-uk.php                                                | PHP        |         20 |          6 |          3 |         29 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-vi.php                                                | PHP        |         19 |          6 |          3 |         28 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-zh.php                                                | PHP        |         20 |          7 |          3 |         30 |
| c:\xampp\htdocs\Blockimino\PHPMailer\language\phpmailer.lang-zh_cn.php                                             | PHP        |         28 |          7 |          3 |         38 |
| c:\xampp\htdocs\Blockimino\PHPMailer\src\DSNConfigurator.php                                                       | PHP        |        138 |         80 |         30 |        248 |
| c:\xampp\htdocs\Blockimino\PHPMailer\src\Exception.php                                                             | PHP        |          9 |         28 |          4 |         41 |
| c:\xampp\htdocs\Blockimino\PHPMailer\src\OAuth.php                                                                 | PHP        |         46 |         79 |         15 |        140 |
| c:\xampp\htdocs\Blockimino\PHPMailer\src\OAuthTokenProvider.php                                                    | PHP        |          6 |         35 |          4 |         45 |
| c:\xampp\htdocs\Blockimino\PHPMailer\src\PHPMailer.php                                                             | PHP        |      2,854 |      1,890 |        383 |      5,127 |
| c:\xampp\htdocs\Blockimino\PHPMailer\src\POP3.php                                                                  | PHP        |        181 |        234 |         53 |        468 |
| c:\xampp\htdocs\Blockimino\PHPMailer\src\SMTP.php                                                                  | PHP        |        721 |        604 |        142 |      1,467 |
| c:\xampp\htdocs\Blockimino\assets\css\bootstrap.css                                                                | CSS        |     10,906 |         32 |        845 |     11,783 |
| c:\xampp\htdocs\Blockimino\assets\css\jquery.Jcrop.css                                                             | CSS        |        148 |         22 |          2 |        172 |
| c:\xampp\htdocs\Blockimino\assets\css\sanctioned_style.css                                                         | CSS        |         33 |          0 |          4 |         37 |
| c:\xampp\htdocs\Blockimino\assets\css\start_style.css                                                              | CSS        |        143 |          3 |         23 |        169 |
| c:\xampp\htdocs\Blockimino\assets\css\style.css                                                                    | CSS        |      2,268 |         97 |        423 |      2,788 |
| c:\xampp\htdocs\Blockimino\assets\css\wiki_nav_bar_style.css                                                       | CSS        |         66 |          6 |         11 |         83 |
| c:\xampp\htdocs\Blockimino\assets\css\wiki_style.css                                                               | CSS        |        129 |          6 |         32 |        167 |
| c:\xampp\htdocs\Blockimino\assets\js\blockimino.js                                                                 | JavaScript |        168 |         29 |         22 |        219 |
| c:\xampp\htdocs\Blockimino\assets\js\bootbox.js                                                                    | JavaScript |        779 |        195 |        235 |      1,209 |
| c:\xampp\htdocs\Blockimino\assets\js\bootstrap.js                                                                  | JavaScript |      3,262 |        332 |        842 |      4,436 |
| c:\xampp\htdocs\Blockimino\assets\js\jcrop_bits.js                                                                 | JavaScript |         24 |          2 |          5 |         31 |
| c:\xampp\htdocs\Blockimino\assets\js\jquery.Jcrop.js                                                               | JavaScript |      1,386 |        163 |        146 |      1,695 |
| c:\xampp\htdocs\Blockimino\block_arena.php                                                                         | PHP        |        520 |         25 |         50 |        595 |
| c:\xampp\htdocs\Blockimino\block_arena_help.php                                                                    | PHP        |        153 |          5 |         21 |        179 |
| c:\xampp\htdocs\Blockimino\closed_account.php                                                                      | PHP        |         28 |          0 |          2 |         30 |
| c:\xampp\htdocs\Blockimino\comment_frame.php                                                                       | PHP        |        265 |         51 |         29 |        345 |
| c:\xampp\htdocs\Blockimino\comment_request_frame.php                                                               | PHP        |        210 |         40 |         20 |        270 |
| c:\xampp\htdocs\Blockimino\config\config.php                                                                       | PHP        |         14 |         22 |          9 |         45 |
| c:\xampp\htdocs\Blockimino\create_group.php                                                                        | PHP        |        109 |         10 |         15 |        134 |
| c:\xampp\htdocs\Blockimino\definicion_comentarios.php                                                              | PHP        |          2 |          7 |          0 |          9 |
| c:\xampp\htdocs\Blockimino\deleted_comment.php                                                                     | PHP        |        141 |         28 |         10 |        179 |
| c:\xampp\htdocs\Blockimino\deleted_comment_frame.php                                                               | PHP        |        194 |         39 |         21 |        254 |
| c:\xampp\htdocs\Blockimino\deleted_comments_log.php                                                                | PHP        |         54 |          2 |          6 |         62 |
| c:\xampp\htdocs\Blockimino\deleted_posts_log.php                                                                   | PHP        |         47 |          3 |          6 |         56 |
| c:\xampp\htdocs\Blockimino\deleted_publication.php                                                                 | PHP        |         25 |          0 |          5 |         30 |
| c:\xampp\htdocs\Blockimino\followed.php                                                                            | PHP        |        198 |         11 |         32 |        241 |
| c:\xampp\htdocs\Blockimino\followers.php                                                                           | PHP        |        198 |         11 |         35 |        244 |
| c:\xampp\htdocs\Blockimino\friends.php                                                                             | PHP        |        198 |         11 |         32 |        241 |
| c:\xampp\htdocs\Blockimino\group.php                                                                               | PHP        |        207 |        135 |         18 |        360 |
| c:\xampp\htdocs\Blockimino\group_manage.php                                                                        | PHP        |         48 |          0 |          5 |         53 |
| c:\xampp\htdocs\Blockimino\group_members.php                                                                       | PHP        |         29 |          0 |          3 |         32 |
| c:\xampp\htdocs\Blockimino\group_requests.php                                                                      | PHP        |         95 |          4 |         21 |        120 |
| c:\xampp\htdocs\Blockimino\groups.php                                                                              | PHP        |        107 |          4 |         15 |        126 |
| c:\xampp\htdocs\Blockimino\help.php                                                                                | PHP        |        105 |          4 |          9 |        118 |
| c:\xampp\htdocs\Blockimino\help_manage.php                                                                         | PHP        |        110 |          7 |          9 |        126 |
| c:\xampp\htdocs\Blockimino\help_request.php                                                                        | PHP        |        146 |          7 |         23 |        176 |
| c:\xampp\htdocs\Blockimino\home.php                                                                                | PHP        |         91 |         48 |         15 |        154 |
| c:\xampp\htdocs\Blockimino\includes\classes\Grupo.php                                                              | PHP        |        335 |         19 |         34 |        388 |
| c:\xampp\htdocs\Blockimino\includes\classes\Mensaje.php                                                            | PHP        |        266 |         53 |         40 |        359 |
| c:\xampp\htdocs\Blockimino\includes\classes\Notificacion.php                                                       | PHP        |        196 |         35 |         23 |        254 |
| c:\xampp\htdocs\Blockimino\includes\classes\Publicacion.php                                                        | PHP        |      5,474 |        834 |        621 |      6,929 |
| c:\xampp\htdocs\Blockimino\includes\classes\Usuario.php                                                            | PHP        |        214 |         49 |         44 |        307 |
| c:\xampp\htdocs\Blockimino\includes\form_handlers\login_handler.php                                                | PHP        |        146 |         53 |         29 |        228 |
| c:\xampp\htdocs\Blockimino\includes\form_handlers\register_handler.php                                             | PHP        |         85 |         72 |         39 |        196 |
| c:\xampp\htdocs\Blockimino\includes\form_handlers\settings_handler.php                                             | PHP        |        123 |         36 |         30 |        189 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_copy_project.php                                                 | PHP        |         42 |          0 |         18 |         60 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_delete_comment.php                                               | PHP        |         30 |          0 |          5 |         35 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_delete_group.php                                                 | PHP        |         59 |         12 |         12 |         83 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_delete_interest.php                                              | PHP        |         15 |          0 |          3 |         18 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_delete_member.php                                                | PHP        |         24 |          5 |          5 |         34 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_delete_post.php                                                  | PHP        |         61 |          5 |         11 |         77 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_delete_project.php                                               | PHP        |         21 |          2 |          5 |         28 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_delete_sanction.php                                              | PHP        |         22 |          0 |          3 |         25 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_edit_interest.php                                                | PHP        |         10 |          0 |          4 |         14 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_friend_search.php                                                | PHP        |         76 |          6 |         10 |         92 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_invite_members.php                                               | PHP        |          7 |          0 |          2 |          9 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_invite_members_search.php                                        | PHP        |        113 |          7 |         14 |        134 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_blocks.php                                                  | PHP        |         20 |          0 |          4 |         24 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_buttons.php                                                 | PHP        |         35 |          0 |          3 |         38 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_group_posts.php                                             | PHP        |          8 |          4 |          2 |         14 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_hashtag_posts.php                                           | PHP        |          8 |          4 |          2 |         14 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_info.php                                                    | PHP        |         20 |          3 |          5 |         28 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_messages.php                                                | PHP        |         13 |          1 |          3 |         17 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_notifications.php                                           | PHP        |         23 |          1 |          3 |         27 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_opc_projects.php                                            | PHP        |         24 |          0 |          1 |         25 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_posts.php                                                   | PHP        |          8 |          4 |          2 |         14 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_profile_posts.php                                           | PHP        |          8 |          4 |          1 |         13 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_load_trend_posts.php                                             | PHP        |          8 |          4 |          2 |         14 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_search.php                                                       | PHP        |        114 |          8 |         11 |        133 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_search_hashtags.php                                              | PHP        |         29 |          1 |          4 |         34 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_search_interest.php                                              | PHP        |         35 |          1 |          4 |         40 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_search_post_comment.php                                          | PHP        |         78 |          0 |          9 |         87 |
| c:\xampp\htdocs\Blockimino\includes\handlers\ajax_search_theme.php                                                 | PHP        |         83 |          4 |          8 |         95 |
